topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq,video_id
14A,video,Genes as Medicine,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/genes-medicine,~17 min,"Pre-teach: gene therapy, viral vector, retina; autosomal recessive",,,,medium,,,4,medium,,,V0258
14A,video,How Do Viruses Jump from Animals to Humans?,Stated Clearly,https://www.youtube.com/watch?v=JlXllkwnBn8,~10 min,"Pre-teach: zoonotic, receptor, mutation; timely topic",,,slow,medium,,,4,medium,Stated Clearly,,V0282
14A,video,SARS-CoV-2 Biology Animation Series,HHMI BioInteractive,https://media.hhmi.org/biointeractive/click/covid/about.html,varies,4-part series; chunk,,,,medium,,,4,high,,,V0086
14A,video,The Immune System Explained II - Virus Infection,Kurzgesagt,https://www.youtube.com/watch?v=lXfEK8G8CUI,~8 min,Fast-paced; stunning visuals; pre-teach vocabulary,,,,shallow,,,3,,,,V0223
14A,video,Virus Replication Cycles,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/virus-replication-cycles,varies,Compare lytic/lysogenic,,,,medium,,,4,high,,,V0082
14A,video,ATP and Energy,Crash Course Biology 2023,https://www.youtube.com/watch?v=QImCld9YubE,~12 min,0.75x; vocab list,,,fast,medium,,,4,high,Crash Course,,V0071
14A,video,ATP & Respiration: Crash Course Biology #7,Crash Course,https://www.youtube.com/watch?v=00jbG_cfGuQ,~13 min,"Pre-teach: ATP, mitochondria, glucose, glycolysis, aerobic, anaerobic",,,fast,medium,,,4,,Crash Course Biology,,V0204
14A,video,Cellular Respiration: Do Cells Breathe?: Crash Course Biology #27,Crash Course,https://www.youtube.com/watch?v=HeO3yagexTw,~14 min,"Pre-teach: aerobic, anaerobic, fermentation, glycolysis, ATP, lactic acid, ethanol",,,fast,medium,,,4,high,Crash Course Biology,,V0532
14B,video,Viruses (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=8FqlTslU22s,~8 min,Replication cycles; why not alive,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0310
14B,video,Photosynthesis and Cellular Respiration Comparison,Amoeba Sisters,https://www.youtube.com/watch?v=0ijxa6Bcd2s,~7 min,Excellent side-by-side; equation comparison,yes,1,slow,shallow,,,3,high,Amoeba Sisters Cell Series,,V0291
14B,interactive,Virus Explorer - Replication,HHMI BioInteractive,https://media.hhmi.org/biointeractive/click/virus-explorer/,Interactive,Pre-teach: lytic lysogenic host. Click virus then replication cycle tab.,yes,1,,,,,,,,,
14B,video,Anaerobic Respiration,Bozeman Science,https://www.youtube.com/watch?v=cDC29iBxb3w,~10 min,"Covers fermentation, lactic acid fermentation, alcoholic fermentation, anaerobic respiration, glycolysis.",,,medium,medium,,,4,,Bozeman Science,,V0490
15,video,Bacteria (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=sDLfUagbqbU,~8 min,Binary fission; helpful vs harmful,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0309
15,video,Bacterial Transformation (pGLO),Bio-Rad Explorer,https://www.bio-rad.com/en-us/product/pglo-bacterial-transformation-kit,Unknown,"Pre-teach: plasmid, heat shock, selection (antibiotic). ESSENTIAL for pGLO lab.",yes,1,,shallow,,,3,,,,V0416
15,video,CRISPR-Cas9,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/crispr-cas-9-mechanism-and-applications,~5 min,"Pre-teach: guide RNA, endonuclease, gene editing; ethical discussion",,,,medium,,,4,high,,,V0263
15,video,Episode 38 - Bacterial DNA & Genetics: The Fight Against Antibiotic Resistance,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-38,0:10:25,"Pre-teach: plasmid, horizontal gene transfer, conjugation, antibiotic resistance; add a cause-effect organizer.",,,fast,medium,,,4,high,Crash Course,,V0006
15,video,How Bacteria Rule Over Your Body,Kurzgesagt,https://www.youtube.com/watch?v=VzPD009qTN4,~8 min,Gut microbiome; health connections,,,,medium,,,4,high,,,V0350
15,video,The Immune System Explained I - Bacteria Infection,Kurzgesagt,https://www.youtube.com/watch?v=zQGOcOUBi6s,~7 min,Fast-paced; stunning visuals; pre-teach vocabulary,,,,medium,,,4,high,,,V0343
15,video,The Largest Bacteria,Kurzgesagt,https://www.youtube.com/watch?v=E1KkQrFEl2I,~9 min,Engaging; challenges assumptions about bacteria,,,,medium,,,4,high,,,V0348
15,video,The SOS Response in Bacteria,iBiology,https://www.ibiology.org/microbiology/sos-response/,Unknown,"Pre-teach: LexA, RecA, mutagenesis. ADVANCED.",,,,medium,,,4,,,,V0418
15,video,What Is Horizontal Gene Transfer?,Stated Clearly,https://www.youtube.com/watch?v=mFdNkF6ngn0,~8 min,"Pre-teach: plasmid, conjugation, transformation",,,slow,medium,,,4,high,Stated Clearly,,V0283
16A,video,Photosynthesis (UPDATED),Amoeba Sisters,youtube.com/watch?v=uixA8ZXx0KU,~8 min,"Light-dependent/independent reactions, Calvin cycle, chloroplast structure",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0201
16A,video,How Seeds Become Plants,SciShow,https://www.youtube.com/watch?v=TE6xptjgNR0,~4 min,Short; engaging; plant life cycle,yes,1,,shallow,,,3,medium,,,V0379
16A,video,Introduction to Cells: The Grand Cell Tour,Amoeba Sisters,https://www.youtube.com/watch?v=8IlzKri08kk,~8 min,"Covers plant vs animal cell differences: cell wall, chloroplasts, central vacuole. Pre-teach: organelle.",yes,1,slow,shallow,,,3,,Amoeba Sisters Cell Series,,V0198
16A,simulation,Photosynthesis & Respiration,LabXchange,https://about.labxchange.org/sim-landing-page/photosynthesis-and-cellular-respiration,30-45 min,Pre-teach: chloroplast mitochondria ATP. Hands-on pH indicator simulation.,yes,1,,,,,,,,,
16A,video,Photosynthesis,Crash Course Biology,https://www.youtube.com/watch?v=sQK3Yr4Sc_k,~13 min,0.75x recommended; autotrophs,,,fast,medium,,,4,medium,Crash Course,,V0368
16A,video,Photosynthesis Click and Learn,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis,varies,Interactive exploration,,,,medium,,,4,high,,,V0033
16A,video,Photosynthesis: Light Reactions,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis-light-reactions,~4 min,"Pre-teach: photosystem, electron carrier, chlorophyll; pair with Calvin cycle",,,,medium,,,4,high,,,V0264
16A,video,Photosynthesis: Light Reactions and Calvin Cycle,Khan Academy,https://www.khanacademy.org/science/biology/photosynthesis-in-plants/the-light-dependent-reactions-of-photosynthesis/v/photosynthesis-light-reactions-1,~14 min,Electron transport detail; NADPH,,,medium,medium,,,4,high,,,V0353
16A,video,A Tour of the Cell,Bozeman Science,https://www.youtube.com/watch?v=1Z9pqST72is,~15 min,"Covers plant vs animal cell comparison, cell wall, central vacuole, organelles, prokaryote eukaryote.",,,medium,medium,,,4,,Bozeman Science,,V0484
16A,video,Plant Cells: Crash Course Biology #6,Crash Course,https://www.youtube.com/watch?v=9UvlqAVCoqY,~10 min,"Pre-teach: cell wall, central vacuole, chloroplast, eukaryote, organelle",,,fast,medium,,,4,high,Crash Course Biology,,V0527
16A,interactive,Photosynthesis Interactive,BioMan Biology,https://biomanbio.com/HTML5GamesandLabs/PhotoRespgames/photointeractivehtml5page.html,Interactive,Pre-teach: thylakoid light chlorophyll. Drag and drop light reactions.,,,,,,,,,,,
16B,video,Photosynthesis (UPDATED),Amoeba Sisters,youtube.com/watch?v=uixA8ZXx0KU,~8 min,"Light-dependent/independent reactions, Calvin cycle, chloroplast structure",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0201
16B,video,How Seeds Become Plants,SciShow,https://www.youtube.com/watch?v=TE6xptjgNR0,~4 min,Short; engaging; plant life cycle,yes,1,,shallow,,,3,medium,,,V0379
16B,interactive,Calvin Cycle Interactive,BioMan Biology,https://biomanbio.com/HTML5GamesandLabs/PhotoRespgames/photointeractivehtml5page.html,Interactive,Pre-teach: Calvin cycle carbon fixation. Drag molecules through cycle.,yes,1,,,,,,,,,
16B,video,Photosynthesis,Crash Course Biology,https://www.youtube.com/watch?v=sQK3Yr4Sc_k,~13 min,0.75x recommended; autotrophs,,,fast,medium,,,4,medium,Crash Course,,V0368
16B,video,Photosynthesis Click and Learn,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis,varies,Interactive exploration,,,,medium,,,4,high,,,V0033
16B,video,Photosynthesis and Calvin Cycle,Bozeman Science,youtube.com/watch?v=g78utcLQrJ4,~13 min,"Detailed pathway, light reactions, carbon fixation",,,medium,medium,,,4,,Bozeman Science,,V0202
16B,video,Photosynthesis: Calvin Cycle,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis-calvin-cycle,~4 min,"Pre-teach: carbon fixation, RuBisCO, G3P; connect to light reactions",,,,medium,,,4,high,,,V0265
16B,video,Photosynthesis: Light Reactions and Calvin Cycle,Khan Academy,https://www.khanacademy.org/science/biology/photosynthesis-in-plants/the-light-dependent-reactions-of-photosynthesis/v/photosynthesis-light-reactions-1,~14 min,Electron transport detail; NADPH,,,medium,medium,,,4,high,,,V0353
17A,video,ATP Synthase,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/atp-synthase,3:32,None - exceptional animation,yes,1,,shallow,,,3,high,,,V0027
17A,video,Cellular Respiration (Updated),Amoeba Sisters,youtube.com/watch?v=eJ9Zjc-jdys,~9 min,"ATP, glycolysis, Krebs cycle, electron transport chain, mitochondria",yes,1,slow,shallow,,,3,,Amoeba Sisters Cell Series,,V0203
17A,video,Glycolysis Animation,HHMI BioInteractive,biointeractive.org,~3 min,Detailed glycolysis visualization,yes,1,,shallow,,,3,,,,V0205
17A,interactive,Glycolysis Interactive,BioMan Biology,https://biomanbio.com/HTML5GamesandLabs/PhotoRespgames/photointeractivehtml5page.html,Interactive,Pre-teach: glucose ATP cytoplasm. Step through glycolysis.,yes,1,,,,,,,,,
17A,video,ATP & Respiration (Crash Course #7),Crash Course Biology,youtube.com/watch?v=00jbG_cfGuQ,~11 min,"Overview of cellular respiration, fast-paced",,,fast,medium,,,4,,Crash Course,,V0204
17A,video,Cellular Respiration,Bozeman Science,https://www.youtube.com/watch?v=Gh2P5CmCC0M,~17 min,Comprehensive; electron carriers,,,medium,medium,,,4,high,Bozeman Science,,V0326
17A,video,Cellular Respiration Introduction,Khan Academy,https://www.khanacademy.org/science/biology/cellular-respiration-and-fermentation/intro-to-cellular-respiration/v/introduction-to-cellular-respiration,~14 min,Clear step-by-step; equation breakdown,,,medium,medium,,,4,high,,,V0352
17A,video,Glycolysis,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/glycolysis,3:49,"Pre-teach: substrate, enzyme names",,,,medium,,,4,high,,,V0029
17B,video,ATP Synthase,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/atp-synthase,3:32,None - exceptional animation,yes,1,,shallow,,,3,high,,,V0027
17B,video,Cellular Respiration (Updated),Amoeba Sisters,youtube.com/watch?v=eJ9Zjc-jdys,~9 min,"ATP, glycolysis, Krebs cycle, electron transport chain, mitochondria",yes,1,slow,shallow,,,3,,Amoeba Sisters Cell Series,,V0203
17B,interactive,Cellular Respiration Interactive,BioMan Biology,https://biomanbio.com/HTML5GamesandLabs/PhotoRespgames/photointeractivehtml5page.html,Interactive,Pre-teach: Krebs cycle electron transport. Full pathway.,yes,1,,,,,,,,,
17B,video,ATP & Respiration (Crash Course #7),Crash Course Biology,youtube.com/watch?v=00jbG_cfGuQ,~11 min,"Overview of cellular respiration, fast-paced",,,fast,medium,,,4,,Crash Course,,V0204
17B,video,Cellular Respiration,Bozeman Science,https://www.youtube.com/watch?v=Gh2P5CmCC0M,~17 min,Comprehensive; electron carriers,,,medium,medium,,,4,high,Bozeman Science,,V0326
17B,video,Cellular Respiration Introduction,Khan Academy,https://www.khanacademy.org/science/biology/cellular-respiration-and-fermentation/intro-to-cellular-respiration/v/introduction-to-cellular-respiration,~14 min,Clear step-by-step; equation breakdown,,,medium,medium,,,4,high,,,V0352
17B,video,Citric Acid Cycle,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/citric-acid-cycle,3:40,"Pre-teach: cofactors, decarboxylation",,,,medium,,,4,high,,,V0030
17B,video,Electron Transport Chain,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/electron-transport-chain,3:47,"Pre-teach: complexes I-IV, proton gradient",,,,medium,,,4,high,,,V0031
17B,video,Photosynthesis: Light Reactions,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis-light-reactions,~4 min,"Pre-teach: photosystem, electron carrier, chlorophyll; pair with Calvin cycle",,,,medium,,,4,high,,,V0264
17B,video,What Is the Krebs Cycle?,Stated Clearly,https://www.youtube.com/watch?v=xbJ0nbzt5Kw,~7 min,"Pre-teach: acetyl-CoA, citrate, NAD+/NADH",,,slow,medium,,,4,high,Stated Clearly,,V0285
17C,video,Fermentation,Amoeba Sisters,https://www.youtube.com/watch?v=YbdkbCU20_M,~9 min,"Covers lactic acid fermentation, alcoholic fermentation, NAD+ regeneration, anaerobic conditions. Pre-teach: glycolysis, ATP, cellular respiration.",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0473
18A,video,The Cell Cycle and Mitosis,Amoeba Sisters,https://www.youtube.com/watch?v=f-ldPgEfAHI,~7 min,Clear phases; PMAT mnemonic,yes,1,slow,shallow,,,3,,Amoeba Sisters Cell Series,,V0211
18A,interactive,Eukaryotic Cell Cycle and Cancer,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,~45 min,Pre-teach: interphase G1 S G2. Click & Learn with two views. Very detailed.,yes,1,,,,,,,,,
18A,video,Cell Cycle and Cancer Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/cell-cycle-and-cancer,varies,Interactive - explore checkpoints,,,,medium,,,4,high,,,V0032
18A,video,Episode 29 - Mitosis & the Cell Cycle: How Cells Clone Themselves,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-29,0:13:04,"Pre-teach: checkpoint, cyclin, spindle; pause at each phase (G1/S/G2/M).",,,fast,medium,,,4,high,Crash Course,,V0004
18A,video,Meiosis,Khan Academy,https://www.khanacademy.org/science/biology/cellular-molecular-biology/meiosis/v/phases-of-meiosis,~20 min,Crossing over; independent assortment,,,medium,medium,,,4,high,,,V0355
18A,video,Mitosis,Khan Academy,https://www.khanacademy.org/science/biology/cellular-molecular-biology/mitosis/v/phases-of-mitosis,~14 min,Chromosome movement; spindle fibers,,,medium,medium,,,4,high,,,V0354
18A,video,Mitosis: Splitting Up is Hard to Do,Crash Course Biology,https://www.youtube.com/watch?v=L0k-enzoeOM,~10 min,0.75x recommended; PMAT phases,,,fast,shallow,,,3,high,Crash Course,,V0061
18A,video,DNA Packaging,DNA Learning Center,https://dnalc.cshl.edu/resources/3d/dna-packaging.html,~4 min,Excellent molecular visualization,,,,medium,,,4,high,,,V0360
18A,video,DNA and Chromosomes,Crash Course Biology,https://www.youtube.com/watch?v=s9HPNwXd9fk,~12 min,0.75x recommended; base pairing,,,fast,medium,,,4,medium,Crash Course,,V0369
18A,video,DNA Structure and Replication: Crash Course Biology #10,Crash Course,https://www.youtube.com/watch?v=8kK2zwjRV0M,~12 min,"Pre-teach: nucleotide, base pairing, deoxyribose, ribose, double helix, thymine vs uracil",,,fast,shallow,,,3,high,Crash Course Biology,,V0294
18A,game,Cell Cycle Review,Kahoot,https://kahoot.com/discover/en/biology,~10 min,Pre-teach: interphase mitosis checkpoint. Fast vocabulary drill.,,,,,,,,,,,
18B,video,The Cell Cycle and Mitosis,Amoeba Sisters,https://www.youtube.com/watch?v=f-ldPgEfAHI,~7 min,Clear phases; PMAT mnemonic,yes,1,slow,shallow,,,3,,Amoeba Sisters Cell Series,,V0211
18B,interactive,Cell Cycle Regulators and Cancer,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,~45 min,Pre-teach: checkpoint tumor suppressor oncogene. Same resource - regulatory view.,yes,1,,,,,,,,,
18B,video,Cell Cycle and Cancer Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/cell-cycle-and-cancer,varies,Interactive - explore checkpoints,,,,medium,,,4,high,,,V0032
18B,video,Tumor Development Animation,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/tumor-development,varies,Cell cycle connection,,,,medium,,,4,high,,,V0084
18B,video,DNA Packaging,DNA Learning Center,https://dnalc.cshl.edu/resources/3d/dna-packaging.html,~4 min,Excellent molecular visualization,,,,medium,,,4,high,,,V0360
18B,video,DNA and Chromosomes,Crash Course Biology,https://www.youtube.com/watch?v=s9HPNwXd9fk,~12 min,0.75x recommended; base pairing,,,fast,medium,,,4,medium,Crash Course,,V0369
18B,video,DNA Structure and Replication: Crash Course Biology #10,Crash Course,https://www.youtube.com/watch?v=8kK2zwjRV0M,~12 min,"Pre-teach: nucleotide, base pairing, deoxyribose, ribose, double helix, thymine vs uracil",,,fast,shallow,,,3,high,Crash Course Biology,,V0294
19A,video,Amoeba Sisters Mitosis and Meiosis Playlist,Amoeba Sisters,https://www.youtube.com/playlist?list=PLwL0Myd7Dk1HwPKULqkJoNkfOnT3aTzq6,Playlist,Mitosis and meiosis focus,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0251
19A,video,How Cells Divide - Mitosis vs Meiosis,TED-Ed,https://www.youtube.com/watch?v=L0k-enzoeOM,4:38,,yes,1,,shallow,,,3,high,,,V0061
19A,video,Mitosis,Professor Dave Explains,https://www.youtube.com/watch?v=C6I5TIlXWqQ,8:32,,yes,1,medium,shallow,,,3,high,,,V0047
19A,video,Mitosis - Actual Microscopy,Various,https://www.youtube.com/watch?v=cj8dDTHGJBY,~2 min,Authentic observation; discussion starter,yes,1,,medium,,,4,,,,V0199
19A,video,Mitosis: The Amazing Cell Process,Amoeba Sisters,youtube.com/watch?v=f-ldPgEfAHI,~8 min,"PMAT (Prophase, Metaphase, Anaphase, Telophase), cell cycle, cytokinesis, cancer",yes,1,slow,shallow,,,3,,Amoeba Sisters Cell Series,,V0211
19A,interactive,Mitosis Phases PMAT,LabXchange,https://www.labxchange.org/library/items/lb:LabXchange:a7c2e361:html:1,~15 min,Pre-teach: prophase metaphase anaphase telophase. High visual support.,yes,1,,,,,,,,,
19A,video,Episode 29 - Mitosis & the Cell Cycle: How Cells Clone Themselves,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-29,0:13:04,"Pre-teach: checkpoint, cyclin, spindle; pause at each phase (G1/S/G2/M).",,,fast,medium,,,4,high,Crash Course,,V0004
19A,video,Mitosis,Khan Academy,https://www.khanacademy.org/science/biology/cellular-molecular-biology/mitosis/v/phases-of-mitosis,~14 min,Chromosome movement; spindle fibers,,,medium,medium,,,4,high,,,V0354
19A,video,Mitosis and Meiosis,Bozeman Science,https://www.youtube.com/watch?v=zGVBAHAoI8A,~14 min,Crossing over detail; nondisjunction,,,medium,medium,,,4,high,Bozeman Science,,V0331
